Measure Names,Month of Date,REGION,Measure Values
Vas revenue (chr+chat+spp+agreement),March 2026,STS,"1,26,110"
Avg Lising fee,March 2026,STS,"1,782.773195876"
Listing Revenue/day,March 2026,STS,"72,812.210526316"
Inspection,All,STS,"45,620"
Avg. Avg Insp TP,All,STS,"5,46,936.150993087"
workable leads,All,STS,"40,195"
Total_Listing,All,STS,"7,122"
Avg. Avg. Listing TP,All,STS,"6,40,447.741255794"
Listing went live,All,STS,"7,045"
Listing Conversion,All,STS,0.154427883
Avg. LP/TP,All,STS,1.078436689
Avg. FLP/TP (check from 8th Nov),All,STS,1.106044047
Avg. LP/CLP,All,STS,0.948189621
Delisted,All,STS,"5,703"
c2b bought,All,STS,963
Offer Initiated,All,STS,"1,63,404"
Unique Buyer,All,STS,"48,580"
Offer/Listings,All,STS,23.194322214
Counter,All,STS,"12,439"
Accepted,All,STS,"56,742"
% accepted/Offer,All,STS,0.347249761
Rejected,All,STS,"4,732"
Revision,All,STS,969
TD completed,All,STS,669
% TD/Accepted,All,STS,0.011790208
TD/Listing,All,STS,0.094960965
Sold,All,STS,112
Total Revenue,All,STS,"1,30,01,373"
Listing Revenue,All,STS,"1,13,88,416"
Vas revenue (chr+chat+spp+agreement),All,STS,"14,71,654"
Avg Lising fee,All,STS,"1,599.047458579"
Listing Revenue/day,All,STS,"49,300.502164502"
Inspection,August 2025,UPE,"3,340"
Avg. Avg Insp TP,August 2025,UPE,"4,48,520.906586826"
workable leads,August 2025,UPE,"3,073"
Total_Listing,August 2025,UPE,341
Avg. Avg. Listing TP,August 2025,UPE,"5,70,710.920588235"
Listing went live,August 2025,UPE,339
Listing Conversion,August 2025,UPE,0.101497006
Avg. LP/TP,August 2025,UPE,1.118434281
Avg. FLP/TP (check from 8th Nov),August 2025,UPE,1.130153737
Avg. LP/CLP,August 2025,UPE,0.944038402
Delisted,August 2025,UPE,230
c2b bought,August 2025,UPE,47
Offer Initiated,August 2025,UPE,"6,100"
Unique Buyer,August 2025,UPE,"4,072"
Offer/Listings,August 2025,UPE,17.994100295
Counter,August 2025,UPE,3
Accepted,August 2025,UPE,"6,131"
% accepted/Offer,August 2025,UPE,1.005081967
Rejected,August 2025,UPE,0
Revision,August 2025,UPE,0
TD completed,August 2025,UPE,0
% TD/Accepted,August 2025,UPE,0
TD/Listing,August 2025,UPE,0
Sold,August 2025,UPE,1
Total Revenue,August 2025,UPE,"5,21,854"
Listing Revenue,August 2025,UPE,"4,74,006"
Vas revenue (chr+chat+spp+agreement),August 2025,UPE,"47,848"
Avg Lising fee,August 2025,UPE,"1,390.046920821"
Listing Revenue/day,August 2025,UPE,"15,290.516129032"
Inspection,September 2025,UPE,"3,440"
Avg. Avg Insp TP,September 2025,UPE,"4,53,492.715532286"
workable leads,September 2025,UPE,"3,195"
Total_Listing,September 2025,UPE,369
Avg. Avg. Listing TP,September 2025,UPE,"5,51,508.119241192"
Listing went live,September 2025,UPE,370
Listing Conversion,September 2025,UPE,0.107558140
Avg. LP/TP,September 2025,UPE,1.126128180
Avg. FLP/TP (check from 8th Nov),September 2025,UPE,1.141804529
Avg. LP/CLP,September 2025,UPE,0.935246046
Delisted,September 2025,UPE,122
c2b bought,September 2025,UPE,51
Offer Initiated,September 2025,UPE,"4,893"
Unique Buyer,September 2025,UPE,"3,253"
Offer/Listings,September 2025,UPE,13.224324324
Counter,September 2025,UPE,2
Accepted,September 2025,UPE,"4,908"
% accepted/Offer,September 2025,UPE,1.003065604
Rejected,September 2025,UPE,1
Revision,September 2025,UPE,0
TD completed,September 2025,UPE,0
% TD/Accepted,September 2025,UPE,0
TD/Listing,September 2025,UPE,0
Sold,September 2025,UPE,2
Total Revenue,September 2025,UPE,"5,93,523"
Listing Revenue,September 2025,UPE,"5,51,768"
Vas revenue (chr+chat+spp+agreement),September 2025,UPE,"41,755"
Avg Lising fee,September 2025,UPE,"1,495.306233062"
Listing Revenue/day,September 2025,UPE,"18,392.266666667"
Inspection,October 2025,UPE,"3,733"
Avg. Avg Insp TP,October 2025,UPE,"4,21,665.01206111"
workable leads,October 2025,UPE,"3,458"
Total_Listing,October 2025,UPE,433
Avg. Avg. Listing TP,October 2025,UPE,"5,48,093.493055556"
Listing went live,October 2025,UPE,424
Listing Conversion,October 2025,UPE,0.113581570
Avg. LP/TP,October 2025,UPE,1.103537125
Avg. FLP/TP (check from 8th Nov),October 2025,UPE,1.127304774
Avg. LP/CLP,October 2025,UPE,0.923151907
Delisted,October 2025,UPE,670
c2b bought,October 2025,UPE,51
Offer Initiated,October 2025,UPE,"5,269"
Unique Buyer,October 2025,UPE,"3,246"
Offer/Listings,October 2025,UPE,12.426886792
Counter,October 2025,UPE,1
Accepted,October 2025,UPE,"5,262"
% accepted/Offer,October 2025,UPE,0.998671475
Rejected,October 2025,UPE,0
Revision,October 2025,UPE,0
TD completed,October 2025,UPE,4
% TD/Accepted,October 2025,UPE,0.000760167
TD/Listing,October 2025,UPE,0.009433962
Sold,October 2025,UPE,2
Total Revenue,October 2025,UPE,"7,00,354"
Listing Revenue,October 2025,UPE,"6,70,004"
Vas revenue (chr+chat+spp+agreement),October 2025,UPE,"29,750"
Avg Lising fee,October 2025,UPE,"1,547.353348730"
Listing Revenue/day,October 2025,UPE,"21,613.032258065"
Inspection,November 2025,UPE,"3,909"
Avg. Avg Insp TP,November 2025,UPE,"4,60,544.283183569"
workable leads,November 2025,UPE,"3,555"
Total_Listing,November 2025,UPE,535
Avg. Avg. Listing TP,November 2025,UPE,"6,07,746.072897196"
Listing went live,November 2025,UPE,531
Listing Conversion,November 2025,UPE,0.135840368
Avg. LP/TP,November 2025,UPE,1.063580153
Avg. FLP/TP (check from 8th Nov),November 2025,UPE,1.107558780
Avg. LP/CLP,November 2025,UPE,0.923028581
Delisted,November 2025,UPE,473
c2b bought,November 2025,UPE,71
Offer Initiated,November 2025,UPE,"5,803"
Unique Buyer,November 2025,UPE,"3,727"
Offer/Listings,November 2025,UPE,10.928436911
Counter,November 2025,UPE,64
Accepted,November 2025,UPE,"5,029"
% accepted/Offer,November 2025,UPE,0.866620713
Rejected,November 2025,UPE,30
Revision,November 2025,UPE,3
TD completed,November 2025,UPE,34
% TD/Accepted,November 2025,UPE,0.006760787
TD/Listing,November 2025,UPE,0.064030132
Sold,November 2025,UPE,2
Total Revenue,November 2025,UPE,"8,79,358"
Listing Revenue,November 2025,UPE,"8,25,882"
Vas revenue (chr+chat+spp+agreement),November 2025,UPE,"35,180"
Avg Lising fee,November 2025,UPE,"1,543.704672897"
Listing Revenue/day,November 2025,UPE,"27,529.4"
Inspection,December 2025,UPE,"4,568"
Avg. Avg Insp TP,December 2025,UPE,"4,61,484.563608496"
workable leads,December 2025,UPE,"4,150"
Total_Listing,December 2025,UPE,503
Avg. Avg. Listing TP,December 2025,UPE,"5,86,039.944333996"
Listing went live,December 2025,UPE,501
Listing Conversion,December 2025,UPE,0.109676007
Avg. LP/TP,December 2025,UPE,1.050657192
Avg. FLP/TP (check from 8th Nov),December 2025,UPE,1.090378233
Avg. LP/CLP,December 2025,UPE,0.931749274
Delisted,December 2025,UPE,433
c2b bought,December 2025,UPE,55
Offer Initiated,December 2025,UPE,"10,380"
Unique Buyer,December 2025,UPE,"5,545"
Offer/Listings,December 2025,UPE,20.718562874
Counter,December 2025,UPE,402
Accepted,December 2025,UPE,"5,190"
% accepted/Offer,December 2025,UPE,0.5
Rejected,December 2025,UPE,252
Revision,December 2025,UPE,32
TD completed,December 2025,UPE,42
% TD/Accepted,December 2025,UPE,0.008092486
TD/Listing,December 2025,UPE,0.083832335
Sold,December 2025,UPE,2
Total Revenue,December 2025,UPE,"8,55,116"
Listing Revenue,December 2025,UPE,"7,86,234"
Vas revenue (chr+chat+spp+agreement),December 2025,UPE,"33,880"
Avg Lising fee,December 2025,UPE,"1,563.089463221"
Listing Revenue/day,December 2025,UPE,"25,362.387096774"
Inspection,January 2026,UPE,"4,343"
Avg. Avg Insp TP,January 2026,UPE,"4,60,122.62151578"
workable leads,January 2026,UPE,"3,923"
Total_Listing,January 2026,UPE,528
Avg. Avg. Listing TP,January 2026,UPE,"5,96,036.40719697"
Listing went live,January 2026,UPE,518
Listing Conversion,January 2026,UPE,0.119272392
Avg. LP/TP,January 2026,UPE,1.056265805
Avg. FLP/TP (check from 8th Nov),January 2026,UPE,1.094544124
Avg. LP/CLP,January 2026,UPE,0.917593284
Delisted,January 2026,UPE,636
c2b bought,January 2026,UPE,63
Offer Initiated,January 2026,UPE,"13,614"
Unique Buyer,January 2026,UPE,"6,783"
Offer/Listings,January 2026,UPE,26.281853282
Counter,January 2026,UPE,321
Accepted,January 2026,UPE,"6,118"
% accepted/Offer,January 2026,UPE,0.449390333
Rejected,January 2026,UPE,210
Revision,January 2026,UPE,21
TD completed,January 2026,UPE,10
% TD/Accepted,January 2026,UPE,0.001634521
TD/Listing,January 2026,UPE,0.019305019
Sold,January 2026,UPE,4
Total Revenue,January 2026,UPE,"9,03,654"
Listing Revenue,January 2026,UPE,"8,31,664"
Vas revenue (chr+chat+spp+agreement),January 2026,UPE,"39,910"
Avg Lising fee,January 2026,UPE,"1,575.121212121"
Listing Revenue/day,January 2026,UPE,"26,827.870967742"
Inspection,February 2026,UPE,"3,724"
Avg. Avg Insp TP,February 2026,UPE,"4,54,292.408712019"
workable leads,February 2026,UPE,"3,350"
Total_Listing,February 2026,UPE,507
Avg. Avg. Listing TP,February 2026,UPE,"5,74,144.366863905"
Listing went live,February 2026,UPE,501
Listing Conversion,February 2026,UPE,0.134532760
Avg. LP/TP,February 2026,UPE,1.048445113
Avg. FLP/TP (check from 8th Nov),February 2026,UPE,1.071945912
Avg. LP/CLP,February 2026,UPE,0.922289986
Delisted,February 2026,UPE,451
c2b bought,February 2026,UPE,60
Offer Initiated,February 2026,UPE,"15,835"
Unique Buyer,February 2026,UPE,"8,125"
Offer/Listings,February 2026,UPE,31.606786427
Counter,February 2026,UPE,501
Accepted,February 2026,UPE,"6,974"
% accepted/Offer,February 2026,UPE,0.440416798
Rejected,February 2026,UPE,283
Revision,February 2026,UPE,25
TD completed,February 2026,UPE,11
% TD/Accepted,February 2026,UPE,0.001577287
TD/Listing,February 2026,UPE,0.021956088
Sold,February 2026,UPE,21
Total Revenue,February 2026,UPE,"9,05,521"
Listing Revenue,February 2026,UPE,"8,39,334"
Vas revenue (chr+chat+spp+agreement),February 2026,UPE,"35,860"
Avg Lising fee,February 2026,UPE,"1,655.491124260"
Listing Revenue/day,February 2026,UPE,"29,976.214285714"
Inspection,March 2026,UPE,"2,345"
Avg. Avg Insp TP,March 2026,UPE,"4,43,384.244767194"
workable leads,March 2026,UPE,"2,116"
Total_Listing,March 2026,UPE,343
Avg. Avg. Listing TP,March 2026,UPE,"5,64,458.409356725"
Listing went live,March 2026,UPE,345
Listing Conversion,March 2026,UPE,0.147121535
Avg. LP/TP,March 2026,UPE,1.079895434
Avg. FLP/TP (check from 8th Nov),March 2026,UPE,1.103001989
Avg. LP/CLP,March 2026,UPE,0.946018354
Delisted,March 2026,UPE,209
c2b bought,March 2026,UPE,27
Offer Initiated,March 2026,UPE,"10,397"
Unique Buyer,March 2026,UPE,"5,420"
Offer/Listings,March 2026,UPE,30.136231884
Counter,March 2026,UPE,330
Accepted,March 2026,UPE,"4,717"
% accepted/Offer,March 2026,UPE,0.453688564
Rejected,March 2026,UPE,206
Revision,March 2026,UPE,13
TD completed,March 2026,UPE,6
% TD/Accepted,March 2026,UPE,0.001271995
TD/Listing,March 2026,UPE,0.017391304
Sold,March 2026,UPE,2
Total Revenue,March 2026,UPE,"6,35,279"
Listing Revenue,March 2026,UPE,"5,89,056"
Vas revenue (chr+chat+spp+agreement),March 2026,UPE,"35,829"
Avg Lising fee,March 2026,UPE,"1,717.364431487"
Listing Revenue/day,March 2026,UPE,"31,002.947368421"
Inspection,All,UPE,"29,402"
Avg. Avg Insp TP,All,UPE,"4,51,337.60772164"
workable leads,All,UPE,"26,820"
Total_Listing,All,UPE,"3,559"
Avg. Avg. Listing TP,All,UPE,"5,77,359.401574803"
Listing went live,All,UPE,"3,529"
Listing Conversion,All,UPE,0.120025849
Avg. LP/TP,All,UPE,1.076666574
Avg. FLP/TP (check from 8th Nov),All,UPE,1.105791467
Avg. LP/CLP,All,UPE,0.928726522
Delisted,All,UPE,"3,224"
c2b bought,All,UPE,425
Offer Initiated,All,UPE,"72,291"
Unique Buyer,All,UPE,"32,638"
Offer/Listings,All,UPE,20.484839898
Counter,All,UPE,"1,624"
Accepted,All,UPE,"44,329"
% accepted/Offer,All,UPE,0.613202197
Rejected,All,UPE,982
Revision,All,UPE,94
TD completed,All,UPE,107
% TD/Accepted,All,UPE,0.002413770
TD/Listing,All,UPE,0.030320204
Sold,All,UPE,36
Total Revenue,All,UPE,"59,94,659"
Listing Revenue,All,UPE,"55,67,948"
Vas revenue (chr+chat+spp+agreement),All,UPE,"3,00,012"
Avg Lising fee,All,UPE,"1,564.469794886"
Listing Revenue/day,All,UPE,"24,103.670995671"
Inspection,August 2025,UPW,"1,962"
Avg. Avg Insp TP,August 2025,UPW,"4,23,394.92999489"
workable leads,August 2025,UPW,"1,867"
Total_Listing,August 2025,UPW,267
Avg. Avg. Listing TP,August 2025,UPW,"4,93,741.801498127"
Listing went live,August 2025,UPW,268
Listing Conversion,August 2025,UPW,0.136595311
Avg. LP/TP,August 2025,UPW,1.115439842
Avg. FLP/TP (check from 8th Nov),August 2025,UPW,1.123753280
Avg. LP/CLP,August 2025,UPW,0.989465130
Delisted,August 2025,UPW,263
c2b bought,August 2025,UPW,37
Offer Initiated,August 2025,UPW,"2,809"
Unique Buyer,August 2025,UPW,"1,610"
Offer/Listings,August 2025,UPW,10.481343284
Counter,August 2025,UPW,87
Accepted,August 2025,UPW,"1,858"
% accepted/Offer,August 2025,UPW,0.661445354
Rejected,August 2025,UPW,34
Revision,August 2025,UPW,10
TD completed,August 2025,UPW,0
% TD/Accepted,August 2025,UPW,0
TD/Listing,August 2025,UPW,0
Sold,August 2025,UPW,3
Total Revenue,August 2025,UPW,"3,31,678"
Listing Revenue,August 2025,UPW,"3,24,028"
Vas revenue (chr+chat+spp+agreement),August 2025,UPW,"7,650"
Avg Lising fee,August 2025,UPW,"1,213.588014981"
Listing Revenue/day,August 2025,UPW,"10,452.516129032"
Inspection,September 2025,UPW,"1,835"
Avg. Avg Insp TP,September 2025,UPW,"4,50,363.27128821"
workable leads,September 2025,UPW,"1,756"
Total_Listing,September 2025,UPW,259
Avg. Avg. Listing TP,September 2025,UPW,"4,98,400.849420849"
Listing went live,September 2025,UPW,255
Listing Conversion,September 2025,UPW,0.138964578
Avg. LP/TP,September 2025,UPW,1.079712365
Avg. FLP/TP (check from 8th Nov),September 2025,UPW,1.101736152
Avg. LP/CLP,September 2025,UPW,0.939445312
Delisted,September 2025,UPW,89
c2b bought,September 2025,UPW,34
Offer Initiated,September 2025,UPW,"2,155"
Unique Buyer,September 2025,UPW,"1,290"
Offer/Listings,September 2025,UPW,8.450980392
Counter,September 2025,UPW,76
Accepted,September 2025,UPW,"1,369"
% accepted/Offer,September 2025,UPW,0.635266821
Rejected,September 2025,UPW,22
Revision,September 2025,UPW,7
TD completed,September 2025,UPW,0
% TD/Accepted,September 2025,UPW,0
TD/Listing,September 2025,UPW,0
Sold,September 2025,UPW,1
Total Revenue,September 2025,UPW,"3,69,690"
Listing Revenue,September 2025,UPW,"3,65,446"
Vas revenue (chr+chat+spp+agreement),September 2025,UPW,"4,244"
Avg Lising fee,September 2025,UPW,"1,410.988416988"
Listing Revenue/day,September 2025,UPW,"12,181.533333333"
Inspection,October 2025,UPW,"2,211"
Avg. Avg Insp TP,October 2025,UPW,"4,44,784.693526483"
workable leads,October 2025,UPW,"2,110"
Total_Listing,October 2025,UPW,301
Avg. Avg. Listing TP,October 2025,UPW,"5,08,608.112956811"
Listing went live,October 2025,UPW,296
Listing Conversion,October 2025,UPW,0.133876074
Avg. LP/TP,October 2025,UPW,1.094349769
Avg. FLP/TP (check from 8th Nov),October 2025,UPW,1.109732327
Avg. LP/CLP,October 2025,UPW,0.935304250
Delisted,October 2025,UPW,477
c2b bought,October 2025,UPW,38
Offer Initiated,October 2025,UPW,"2,455"
Unique Buyer,October 2025,UPW,"1,404"
Offer/Listings,October 2025,UPW,8.293918919
Counter,October 2025,UPW,108
Accepted,October 2025,UPW,"1,473"
% accepted/Offer,October 2025,UPW,0.6
Rejected,October 2025,UPW,34
Revision,October 2025,UPW,6
TD completed,October 2025,UPW,2
% TD/Accepted,October 2025,UPW,0.001357773
TD/Listing,October 2025,UPW,0.006756757
Sold,October 2025,UPW,1
Total Revenue,October 2025,UPW,"4,43,302"
Listing Revenue,October 2025,UPW,"4,38,252"
Vas revenue (chr+chat+spp+agreement),October 2025,UPW,"4,050"
Avg Lising fee,October 2025,UPW,"1,455.986710963"
Listing Revenue/day,October 2025,UPW,"14,137.161290323"
Inspection,November 2025,UPW,"2,217"
Avg. Avg Insp TP,November 2025,UPW,"4,64,478.994552882"
workable leads,November 2025,UPW,"2,117"
Total_Listing,November 2025,UPW,444
Avg. Avg. Listing TP,November 2025,UPW,"5,59,478.513574661"
Listing went live,November 2025,UPW,445
Listing Conversion,November 2025,UPW,0.200721696
Avg. LP/TP,November 2025,UPW,1.036354429
Avg. FLP/TP (check from 8th Nov),November 2025,UPW,1.079455129
Avg. LP/CLP,November 2025,UPW,0.898653242
Delisted,November 2025,UPW,457
c2b bought,November 2025,UPW,53
Offer Initiated,November 2025,UPW,"3,555"
Unique Buyer,November 2025,UPW,"2,009"
Offer/Listings,November 2025,UPW,7.988764045
Counter,November 2025,UPW,229
Accepted,November 2025,UPW,"2,094"
% accepted/Offer,November 2025,UPW,0.589029536
Rejected,November 2025,UPW,85
Revision,November 2025,UPW,11
TD completed,November 2025,UPW,3
% TD/Accepted,November 2025,UPW,0.001432665
TD/Listing,November 2025,UPW,0.006741573
Sold,November 2025,UPW,1
Total Revenue,November 2025,UPW,"5,53,844"
Listing Revenue,November 2025,UPW,"5,26,988"
Vas revenue (chr+chat+spp+agreement),November 2025,UPW,"7,280"
Avg Lising fee,November 2025,UPW,"1,186.909909910"
Listing Revenue/day,November 2025,UPW,"17,566.266666667"
Inspection,December 2025,UPW,"2,418"
Avg. Avg Insp TP,December 2025,UPW,"4,80,417.171428571"
workable leads,December 2025,UPW,"2,335"
Total_Listing,December 2025,UPW,615
Avg. Avg. Listing TP,December 2025,UPW,"5,36,318.603252033"
Listing went live,December 2025,UPW,617
Listing Conversion,December 2025,UPW,0.255169562
Avg. LP/TP,December 2025,UPW,1.047479116
Avg. FLP/TP (check from 8th Nov),December 2025,UPW,1.074617999
Avg. LP/CLP,December 2025,UPW,0.882662347
Delisted,December 2025,UPW,339
c2b bought,December 2025,UPW,60
Offer Initiated,December 2025,UPW,"6,941"
Unique Buyer,December 2025,UPW,"3,405"
Offer/Listings,December 2025,UPW,11.249594814
Counter,December 2025,UPW,321
Accepted,December 2025,UPW,"3,227"
% accepted/Offer,December 2025,UPW,0.464918600
Rejected,December 2025,UPW,151
Revision,December 2025,UPW,18
TD completed,December 2025,UPW,19
% TD/Accepted,December 2025,UPW,0.005887822
TD/Listing,December 2025,UPW,0.030794165
Sold,December 2025,UPW,10
Total Revenue,December 2025,UPW,"4,96,232"
Listing Revenue,December 2025,UPW,"4,50,753"
Vas revenue (chr+chat+spp+agreement),December 2025,UPW,"23,450"
Avg Lising fee,December 2025,UPW,732.931707317
Listing Revenue/day,December 2025,UPW,"14,540.419354839"
Inspection,January 2026,UPW,"2,486"
Avg. Avg Insp TP,January 2026,UPW,"4,66,715.1307321"
workable leads,January 2026,UPW,"2,395"
Total_Listing,January 2026,UPW,622
Avg. Avg. Listing TP,January 2026,UPW,"5,34,975.599678457"
Listing went live,January 2026,UPW,612
Listing Conversion,January 2026,UPW,0.246178600
Avg. LP/TP,January 2026,UPW,1.026939709
Avg. FLP/TP (check from 8th Nov),January 2026,UPW,1.057402161
Avg. LP/CLP,January 2026,UPW,0.865375404
Delisted,January 2026,UPW,580
c2b bought,January 2026,UPW,74
Offer Initiated,January 2026,UPW,"8,570"
Unique Buyer,January 2026,UPW,"3,933"
Offer/Listings,January 2026,UPW,14.003267974
Counter,January 2026,UPW,203
Accepted,January 2026,UPW,"3,757"
% accepted/Offer,January 2026,UPW,0.438389732
Rejected,January 2026,UPW,124
Revision,January 2026,UPW,29
TD completed,January 2026,UPW,33
% TD/Accepted,January 2026,UPW,0.008783604
TD/Listing,January 2026,UPW,0.053921569
Sold,January 2026,UPW,39
Total Revenue,January 2026,UPW,"4,95,433"
Listing Revenue,January 2026,UPW,"4,62,873"
Vas revenue (chr+chat+spp+agreement),January 2026,UPW,"22,800"
Avg Lising fee,January 2026,UPW,744.168810289
Listing Revenue/day,January 2026,UPW,"14,931.387096774"
