Measure Names,Month of Date,REGION,Measure Values
Listing Revenue,November 2025,SKL,"2,47,564"
Vas revenue (chr+chat+spp+agreement),November 2025,SKL,"6,950"
Avg Lising fee,November 2025,SKL,"1,528.172839506"
Listing Revenue/day,November 2025,SKL,"8,252.133333333"
Inspection,December 2025,SKL,"2,525"
Avg. Avg Insp TP,December 2025,SKL,"4,65,245.790495049"
workable leads,December 2025,SKL,"2,207"
Total_Listing,December 2025,SKL,245
Avg. Avg. Listing TP,December 2025,SKL,"6,51,044.72244898"
Listing went live,December 2025,SKL,244
Listing Conversion,December 2025,SKL,0.096633663
Avg. LP/TP,December 2025,SKL,1.114843051
Avg. FLP/TP (check from 8th Nov),December 2025,SKL,1.157356636
Avg. LP/CLP,December 2025,SKL,1.000377311
Delisted,December 2025,SKL,129
c2b bought,December 2025,SKL,46
Offer Initiated,December 2025,SKL,"1,241"
Unique Buyer,December 2025,SKL,906
Offer/Listings,December 2025,SKL,5.086065574
Counter,December 2025,SKL,58
Accepted,December 2025,SKL,557
% accepted/Offer,December 2025,SKL,0.448831587
Rejected,December 2025,SKL,25
Revision,December 2025,SKL,3
TD completed,December 2025,SKL,1
% TD/Accepted,December 2025,SKL,0.001795332
TD/Listing,December 2025,SKL,0.004098361
Sold,December 2025,SKL,0
Total Revenue,December 2025,SKL,"3,90,155"
Listing Revenue,December 2025,SKL,"3,80,196"
Vas revenue (chr+chat+spp+agreement),December 2025,SKL,"7,950"
Avg Lising fee,December 2025,SKL,"1,551.820408163"
Listing Revenue/day,December 2025,SKL,"12,264.387096774"
Inspection,January 2026,SKL,"2,401"
Avg. Avg Insp TP,January 2026,SKL,"4,68,487.4625"
workable leads,January 2026,SKL,"2,060"
Total_Listing,January 2026,SKL,237
Avg. Avg. Listing TP,January 2026,SKL,"6,34,412.308016878"
Listing went live,January 2026,SKL,230
Listing Conversion,January 2026,SKL,0.095793419
Avg. LP/TP,January 2026,SKL,1.103786361
Avg. FLP/TP (check from 8th Nov),January 2026,SKL,1.145880226
Avg. LP/CLP,January 2026,SKL,0.959650313
Delisted,January 2026,SKL,228
c2b bought,January 2026,SKL,38
Offer Initiated,January 2026,SKL,"1,790"
Unique Buyer,January 2026,SKL,"1,266"
Offer/Listings,January 2026,SKL,7.782608696
Counter,January 2026,SKL,66
Accepted,January 2026,SKL,785
% accepted/Offer,January 2026,SKL,0.438547486
Rejected,January 2026,SKL,34
Revision,January 2026,SKL,2
TD completed,January 2026,SKL,9
% TD/Accepted,January 2026,SKL,0.011464968
TD/Listing,January 2026,SKL,0.039130435
Sold,January 2026,SKL,0
Total Revenue,January 2026,SKL,"3,79,402"
Listing Revenue,January 2026,SKL,"3,65,564"
Vas revenue (chr+chat+spp+agreement),January 2026,SKL,"10,800"
Avg Lising fee,January 2026,SKL,"1,542.464135021"
Listing Revenue/day,January 2026,SKL,"11,792.387096774"
Inspection,February 2026,SKL,"1,879"
Avg. Avg Insp TP,February 2026,SKL,"5,00,615.129994672"
workable leads,February 2026,SKL,"1,630"
Total_Listing,February 2026,SKL,247
Avg. Avg. Listing TP,February 2026,SKL,"6,05,999.659919028"
Listing went live,February 2026,SKL,241
Listing Conversion,February 2026,SKL,0.128259713
Avg. LP/TP,February 2026,SKL,1.108040140
Avg. FLP/TP (check from 8th Nov),February 2026,SKL,1.134993585
Avg. LP/CLP,February 2026,SKL,0.960282693
Delisted,February 2026,SKL,265
c2b bought,February 2026,SKL,46
Offer Initiated,February 2026,SKL,"2,086"
Unique Buyer,February 2026,SKL,"1,435"
Offer/Listings,February 2026,SKL,8.655601660
Counter,February 2026,SKL,138
Accepted,February 2026,SKL,777
% accepted/Offer,February 2026,SKL,0.372483221
Rejected,February 2026,SKL,64
Revision,February 2026,SKL,0
TD completed,February 2026,SKL,11
% TD/Accepted,February 2026,SKL,0.014157014
TD/Listing,February 2026,SKL,0.045643154
Sold,February 2026,SKL,0
Total Revenue,February 2026,SKL,"4,31,603"
Listing Revenue,February 2026,SKL,"4,11,584"
Vas revenue (chr+chat+spp+agreement),February 2026,SKL,"15,850"
Avg Lising fee,February 2026,SKL,"1,666.331983806"
Listing Revenue/day,February 2026,SKL,"14,699.428571429"
Inspection,March 2026,SKL,"1,241"
Avg. Avg Insp TP,March 2026,SKL,"4,98,137.892828364"
workable leads,March 2026,SKL,"1,089"
Total_Listing,March 2026,SKL,140
Avg. Avg. Listing TP,March 2026,SKL,"5,46,194.142857143"
Listing went live,March 2026,SKL,141
Listing Conversion,March 2026,SKL,0.113618050
Avg. LP/TP,March 2026,SKL,1.144780572
Avg. FLP/TP (check from 8th Nov),March 2026,SKL,1.172554832
Avg. LP/CLP,March 2026,SKL,0.979297704
Delisted,March 2026,SKL,118
c2b bought,March 2026,SKL,18
Offer Initiated,March 2026,SKL,"1,254"
Unique Buyer,March 2026,SKL,873
Offer/Listings,March 2026,SKL,8.893617021
Counter,March 2026,SKL,49
Accepted,March 2026,SKL,557
% accepted/Offer,March 2026,SKL,0.444178628
Rejected,March 2026,SKL,44
Revision,March 2026,SKL,6
TD completed,March 2026,SKL,0
% TD/Accepted,March 2026,SKL,0
TD/Listing,March 2026,SKL,0
Sold,March 2026,SKL,0
Total Revenue,March 2026,SKL,"2,46,245"
Listing Revenue,March 2026,SKL,"2,31,752"
Vas revenue (chr+chat+spp+agreement),March 2026,SKL,"11,300"
Avg Lising fee,March 2026,SKL,"1,655.371428571"
Listing Revenue/day,March 2026,SKL,"12,197.473684211"
Inspection,All,SKL,"12,979"
Avg. Avg Insp TP,All,SKL,"4,56,190.258171446"
workable leads,All,SKL,"11,249"
Total_Listing,All,SKL,"1,265"
Avg. Avg. Listing TP,All,SKL,"6,08,186.131225296"
Listing went live,All,SKL,"1,246"
Listing Conversion,All,SKL,0.096001233
Avg. LP/TP,All,SKL,1.138709948
Avg. FLP/TP (check from 8th Nov),All,SKL,1.177241895
Avg. LP/CLP,All,SKL,0.986225250
Delisted,All,SKL,"1,067"
c2b bought,All,SKL,204
Offer Initiated,All,SKL,"7,974"
Unique Buyer,All,SKL,"5,036"
Offer/Listings,All,SKL,6.399678973
Counter,All,SKL,460
Accepted,All,SKL,"3,334"
% accepted/Offer,All,SKL,0.418108854
Rejected,All,SKL,206
Revision,All,SKL,16
TD completed,All,SKL,21
% TD/Accepted,All,SKL,0.006298740
TD/Listing,All,SKL,0.016853933
Sold,All,SKL,0
Total Revenue,All,SKL,"20,59,009"
Listing Revenue,All,SKL,"19,85,586"
Vas revenue (chr+chat+spp+agreement),All,SKL,"58,850"
Avg Lising fee,All,SKL,"1,569.633201581"
Listing Revenue/day,All,SKL,"8,595.610389610"
Inspection,August 2025,STN,"1,939"
Avg. Avg Insp TP,August 2025,STN,"4,61,989.995869902"
workable leads,August 2025,STN,"1,657"
Total_Listing,August 2025,STN,146
Avg. Avg. Listing TP,August 2025,STN,"6,85,261.753424658"
Listing went live,August 2025,STN,141
Listing Conversion,August 2025,STN,0.072717896
Avg. LP/TP,August 2025,STN,1.229847340
Avg. FLP/TP (check from 8th Nov),August 2025,STN,1.255434856
Avg. LP/CLP,August 2025,STN,1.021836463
Delisted,August 2025,STN,70
c2b bought,August 2025,STN,18
Offer Initiated,August 2025,STN,"1,605"
Unique Buyer,August 2025,STN,"1,244"
Offer/Listings,August 2025,STN,11.382978723
Counter,August 2025,STN,143
Accepted,August 2025,STN,711
% accepted/Offer,August 2025,STN,0.442990654
Rejected,August 2025,STN,29
Revision,August 2025,STN,3
TD completed,August 2025,STN,0
% TD/Accepted,August 2025,STN,0
TD/Listing,August 2025,STN,0
Sold,August 2025,STN,0
Total Revenue,August 2025,STN,"2,16,870"
Listing Revenue,August 2025,STN,"2,01,898"
Vas revenue (chr+chat+spp+agreement),August 2025,STN,"14,972"
Avg Lising fee,August 2025,STN,"1,382.863013699"
Listing Revenue/day,August 2025,STN,"6,512.838709677"
Inspection,September 2025,STN,"2,113"
Avg. Avg Insp TP,September 2025,STN,"4,87,894.425461429"
workable leads,September 2025,STN,"1,883"
Total_Listing,September 2025,STN,143
Avg. Avg. Listing TP,September 2025,STN,"5,96,089.531468531"
Listing went live,September 2025,STN,146
Listing Conversion,September 2025,STN,0.069096072
Avg. LP/TP,September 2025,STN,1.160963978
Avg. FLP/TP (check from 8th Nov),September 2025,STN,1.195186639
Avg. LP/CLP,September 2025,STN,0.981773476
Delisted,September 2025,STN,46
c2b bought,September 2025,STN,24
Offer Initiated,September 2025,STN,"1,729"
Unique Buyer,September 2025,STN,"1,252"
Offer/Listings,September 2025,STN,11.842465753
Counter,September 2025,STN,165
Accepted,September 2025,STN,766
% accepted/Offer,September 2025,STN,0.443030654
Rejected,September 2025,STN,42
Revision,September 2025,STN,8
TD completed,September 2025,STN,0
% TD/Accepted,September 2025,STN,0
TD/Listing,September 2025,STN,0
Sold,September 2025,STN,1
Total Revenue,September 2025,STN,"2,25,792"
Listing Revenue,September 2025,STN,"2,14,642"
Vas revenue (chr+chat+spp+agreement),September 2025,STN,"11,150"
Avg Lising fee,September 2025,STN,"1,500.993006993"
Listing Revenue/day,September 2025,STN,"7,154.733333333"
Inspection,October 2025,STN,"1,943"
Avg. Avg Insp TP,October 2025,STN,"4,32,757.195059187"
workable leads,October 2025,STN,"1,650"
Total_Listing,October 2025,STN,122
Avg. Avg. Listing TP,October 2025,STN,"6,42,541.532786885"
Listing went live,October 2025,STN,121
Listing Conversion,October 2025,STN,0.062274833
Avg. LP/TP,October 2025,STN,1.154553878
Avg. FLP/TP (check from 8th Nov),October 2025,STN,1.175660224
Avg. LP/CLP,October 2025,STN,0.972239780
Delisted,October 2025,STN,140
c2b bought,October 2025,STN,9
Offer Initiated,October 2025,STN,"2,771"
Unique Buyer,October 2025,STN,"1,825"
Offer/Listings,October 2025,STN,22.900826446
Counter,October 2025,STN,232
Accepted,October 2025,STN,"1,092"
% accepted/Offer,October 2025,STN,0.394081559
Rejected,October 2025,STN,87
Revision,October 2025,STN,17
TD completed,October 2025,STN,4
% TD/Accepted,October 2025,STN,0.003663004
TD/Listing,October 2025,STN,0.033057851
Sold,October 2025,STN,1
Total Revenue,October 2025,STN,"2,17,724"
Listing Revenue,October 2025,STN,"2,02,724"
Vas revenue (chr+chat+spp+agreement),October 2025,STN,"14,600"
Avg Lising fee,October 2025,STN,"1,661.672131148"
Listing Revenue/day,October 2025,STN,"6,539.483870968"
Inspection,November 2025,STN,"2,068"
Avg. Avg Insp TP,November 2025,STN,"4,49,510.954479419"
workable leads,November 2025,STN,"1,760"
Total_Listing,November 2025,STN,171
Avg. Avg. Listing TP,November 2025,STN,"6,53,185.210526316"
Listing went live,November 2025,STN,170
Listing Conversion,November 2025,STN,0.082205029
Avg. LP/TP,November 2025,STN,1.136782790
Avg. FLP/TP (check from 8th Nov),November 2025,STN,1.171527761
Avg. LP/CLP,November 2025,STN,0.930150211
Delisted,November 2025,STN,228
c2b bought,November 2025,STN,20
Offer Initiated,November 2025,STN,"2,742"
Unique Buyer,November 2025,STN,"1,851"
Offer/Listings,November 2025,STN,16.129411765
Counter,November 2025,STN,241
Accepted,November 2025,STN,"1,146"
% accepted/Offer,November 2025,STN,0.417943107
Rejected,November 2025,STN,125
Revision,November 2025,STN,28
TD completed,November 2025,STN,1
% TD/Accepted,November 2025,STN,0.000872600
TD/Listing,November 2025,STN,0.005882353
Sold,November 2025,STN,1
Total Revenue,November 2025,STN,"3,07,587"
Listing Revenue,November 2025,STN,"2,79,188"
Vas revenue (chr+chat+spp+agreement),November 2025,STN,"18,300"
Avg Lising fee,November 2025,STN,"1,632.678362573"
Listing Revenue/day,November 2025,STN,"9,306.266666667"
Inspection,December 2025,STN,"2,270"
Avg. Avg Insp TP,December 2025,STN,"4,47,478.580176211"
workable leads,December 2025,STN,"1,906"
Total_Listing,December 2025,STN,198
Avg. Avg. Listing TP,December 2025,STN,"6,28,684.858585859"
Listing went live,December 2025,STN,197
Listing Conversion,December 2025,STN,0.086784141
Avg. LP/TP,December 2025,STN,1.121476423
Avg. FLP/TP (check from 8th Nov),December 2025,STN,1.170506157
Avg. LP/CLP,December 2025,STN,0.931467547
Delisted,December 2025,STN,136
c2b bought,December 2025,STN,19
Offer Initiated,December 2025,STN,"3,251"
Unique Buyer,December 2025,STN,"2,152"
Offer/Listings,December 2025,STN,16.502538071
Counter,December 2025,STN,148
Accepted,December 2025,STN,"1,459"
% accepted/Offer,December 2025,STN,0.448784989
Rejected,December 2025,STN,49
Revision,December 2025,STN,5
TD completed,December 2025,STN,2
% TD/Accepted,December 2025,STN,0.001370802
TD/Listing,December 2025,STN,0.010152284
Sold,December 2025,STN,0
Total Revenue,December 2025,STN,"3,54,516"
Listing Revenue,December 2025,STN,"3,23,674"
Vas revenue (chr+chat+spp+agreement),December 2025,STN,"22,500"
Avg Lising fee,December 2025,STN,"1,634.717171717"
Listing Revenue/day,December 2025,STN,"10,441.096774194"
Inspection,January 2026,STN,"1,902"
Avg. Avg Insp TP,January 2026,STN,"4,66,578.96424816"
workable leads,January 2026,STN,"1,580"
Total_Listing,January 2026,STN,140
Avg. Avg. Listing TP,January 2026,STN,"6,67,479.542857143"
Listing went live,January 2026,STN,138
Listing Conversion,January 2026,STN,0.072555205
Avg. LP/TP,January 2026,STN,1.118686477
Avg. FLP/TP (check from 8th Nov),January 2026,STN,1.158100381
Avg. LP/CLP,January 2026,STN,0.940790571
Delisted,January 2026,STN,217
c2b bought,January 2026,STN,14
Offer Initiated,January 2026,STN,"3,213"
Unique Buyer,January 2026,STN,"2,309"
Offer/Listings,January 2026,STN,23.282608696
Counter,January 2026,STN,142
Accepted,January 2026,STN,"1,274"
% accepted/Offer,January 2026,STN,0.396514161
Rejected,January 2026,STN,41
Revision,January 2026,STN,7
TD completed,January 2026,STN,4
% TD/Accepted,January 2026,STN,0.003139717
TD/Listing,January 2026,STN,0.028985507
Sold,January 2026,STN,1
Total Revenue,January 2026,STN,"2,56,359"
Listing Revenue,January 2026,STN,"2,30,808"
Vas revenue (chr+chat+spp+agreement),January 2026,STN,"21,480"
Avg Lising fee,January 2026,STN,"1,648.628571429"
Listing Revenue/day,January 2026,STN,"7,445.419354839"
Inspection,February 2026,STN,"1,576"
Avg. Avg Insp TP,February 2026,STN,"4,92,367.127538071"
workable leads,February 2026,STN,"1,365"
Total_Listing,February 2026,STN,167
Avg. Avg. Listing TP,February 2026,STN,"7,32,289.784431138"
Listing went live,February 2026,STN,166
Listing Conversion,February 2026,STN,0.105329949
Avg. LP/TP,February 2026,STN,1.115870821
Avg. FLP/TP (check from 8th Nov),February 2026,STN,1.149784710
Avg. LP/CLP,February 2026,STN,0.957701471
Delisted,February 2026,STN,164
c2b bought,February 2026,STN,19
Offer Initiated,February 2026,STN,"3,592"
Unique Buyer,February 2026,STN,"2,467"
Offer/Listings,February 2026,STN,21.638554217
Counter,February 2026,STN,226
Accepted,February 2026,STN,"1,421"
% accepted/Offer,February 2026,STN,0.395601336
Rejected,February 2026,STN,60
Revision,February 2026,STN,4
TD completed,February 2026,STN,9
% TD/Accepted,February 2026,STN,0.006333568
TD/Listing,February 2026,STN,0.054216867
Sold,February 2026,STN,4
Total Revenue,February 2026,STN,"3,23,414"
Listing Revenue,February 2026,STN,"2,97,832"
Vas revenue (chr+chat+spp+agreement),February 2026,STN,"20,580"
Avg Lising fee,February 2026,STN,"1,783.425149701"
Listing Revenue/day,February 2026,STN,"10,636.857142857"
Inspection,March 2026,STN,955
Avg. Avg Insp TP,March 2026,STN,"4,41,348.033578174"
workable leads,March 2026,STN,788
Total_Listing,March 2026,STN,112
Avg. Avg. Listing TP,March 2026,STN,"5,67,858.964285714"
Listing went live,March 2026,STN,113
Listing Conversion,March 2026,STN,0.118324607
Avg. LP/TP,March 2026,STN,1.149490031
Avg. FLP/TP (check from 8th Nov),March 2026,STN,1.172821225
Avg. LP/CLP,March 2026,STN,0.936345901
Delisted,March 2026,STN,81
c2b bought,March 2026,STN,12
Offer Initiated,March 2026,STN,"2,076"
Unique Buyer,March 2026,STN,"1,426"
Offer/Listings,March 2026,STN,18.371681416
Counter,March 2026,STN,95
Accepted,March 2026,STN,832
% accepted/Offer,March 2026,STN,0.400770713
Rejected,March 2026,STN,45
Revision,March 2026,STN,4
TD completed,March 2026,STN,1
% TD/Accepted,March 2026,STN,0.001201923
TD/Listing,March 2026,STN,0.008849558
Sold,March 2026,STN,1
Total Revenue,March 2026,STN,"2,00,110"
Listing Revenue,March 2026,STN,"1,83,372"
Vas revenue (chr+chat+spp+agreement),March 2026,STN,"13,500"
Avg Lising fee,March 2026,STN,"1,637.25"
Listing Revenue/day,March 2026,STN,"9,651.157894737"
Inspection,All,STN,"14,766"
Avg. Avg Insp TP,All,STN,"4,60,374.532827427"
workable leads,All,STN,"12,589"
Total_Listing,All,STN,"1,199"
Avg. Avg. Listing TP,All,STN,"6,49,869.135112594"
Listing went live,All,STN,"1,192"
Listing Conversion,All,STN,0.080725992
Avg. LP/TP,All,STN,1.146440984
Avg. FLP/TP (check from 8th Nov),All,STN,1.180351221
Avg. LP/CLP,All,STN,0.958916527
Delisted,All,STN,"1,082"
c2b bought,All,STN,135
Offer Initiated,All,STN,"20,979"
Unique Buyer,All,STN,"12,473"
Offer/Listings,All,STN,17.599832215
Counter,All,STN,"1,392"
Accepted,All,STN,"8,701"
% accepted/Offer,All,STN,0.414748081
Rejected,All,STN,478
Revision,All,STN,76
TD completed,All,STN,21
% TD/Accepted,All,STN,0.002413516
TD/Listing,All,STN,0.017617450
Sold,All,STN,9
Total Revenue,All,STN,"21,02,372"
Listing Revenue,All,STN,"19,34,138"
Vas revenue (chr+chat+spp+agreement),All,STN,"1,37,082"
Avg Lising fee,All,STN,"1,613.125938282"
Listing Revenue/day,All,STN,"8,372.891774892"
Inspection,August 2025,STS,"5,858"
Avg. Avg Insp TP,August 2025,STS,"5,60,946.464236824"
workable leads,August 2025,STS,"5,160"
Total_Listing,August 2025,STS,697
Avg. Avg. Listing TP,August 2025,STS,"6,36,617.050287356"
Listing went live,August 2025,STS,691
Listing Conversion,August 2025,STS,0.117958348
Avg. LP/TP,August 2025,STS,1.174942281
Avg. FLP/TP (check from 8th Nov),August 2025,STS,1.192748389
Avg. LP/CLP,August 2025,STS,1.035618750
Delisted,August 2025,STS,222
c2b bought,August 2025,STS,103
Offer Initiated,August 2025,STS,"12,462"
Unique Buyer,August 2025,STS,"6,158"
Offer/Listings,August 2025,STS,18.034732272
Counter,August 2025,STS,"1,303"
Accepted,August 2025,STS,"4,615"
% accepted/Offer,August 2025,STS,0.370325790
Rejected,August 2025,STS,233
Revision,August 2025,STS,65
TD completed,August 2025,STS,1
% TD/Accepted,August 2025,STS,0.000216685
TD/Listing,August 2025,STS,0.001447178
Sold,August 2025,STS,2
Total Revenue,August 2025,STS,"10,24,914"
Listing Revenue,August 2025,STS,"9,03,054"
Vas revenue (chr+chat+spp+agreement),August 2025,STS,"1,21,860"
Avg Lising fee,August 2025,STS,"1,295.629842181"
Listing Revenue/day,August 2025,STS,"29,130.774193548"
Inspection,September 2025,STS,"6,026"
Avg. Avg Insp TP,September 2025,STS,"5,60,470.645584329"
workable leads,September 2025,STS,"5,402"
Total_Listing,September 2025,STS,730
Avg. Avg. Listing TP,September 2025,STS,"6,24,371.942465753"
Listing went live,September 2025,STS,719
Listing Conversion,September 2025,STS,0.119316296
Avg. LP/TP,September 2025,STS,1.140608513
Avg. FLP/TP (check from 8th Nov),September 2025,STS,1.163970999
Avg. LP/CLP,September 2025,STS,0.986668735
Delisted,September 2025,STS,259
c2b bought,September 2025,STS,111
Offer Initiated,September 2025,STS,"14,415"
Unique Buyer,September 2025,STS,"6,538"
Offer/Listings,September 2025,STS,20.048678720
Counter,September 2025,STS,"1,361"
Accepted,September 2025,STS,"5,231"
% accepted/Offer,September 2025,STS,0.362885883
Rejected,September 2025,STS,388
Revision,September 2025,STS,122
TD completed,September 2025,STS,7
% TD/Accepted,September 2025,STS,0.001338176
TD/Listing,September 2025,STS,0.009735744
Sold,September 2025,STS,7
Total Revenue,September 2025,STS,"12,77,102"
Listing Revenue,September 2025,STS,"11,18,286"
Vas revenue (chr+chat+spp+agreement),September 2025,STS,"1,58,816"
Avg Lising fee,September 2025,STS,"1,531.898630137"
Listing Revenue/day,September 2025,STS,"37,276.2"
Inspection,October 2025,STS,"6,349"
Avg. Avg Insp TP,October 2025,STS,"5,07,038.977634273"
workable leads,October 2025,STS,"5,514"
Total_Listing,October 2025,STS,"1,003"
Avg. Avg. Listing TP,October 2025,STS,"6,12,164.22255489"
Listing went live,October 2025,STS,982
Listing Conversion,October 2025,STS,0.154670027
Avg. LP/TP,October 2025,STS,1.110526021
Avg. FLP/TP (check from 8th Nov),October 2025,STS,1.125939573
Avg. LP/CLP,October 2025,STS,0.934269203
Delisted,October 2025,STS,544
c2b bought,October 2025,STS,115
Offer Initiated,October 2025,STS,"21,060"
Unique Buyer,October 2025,STS,"8,390"
Offer/Listings,October 2025,STS,21.446028513
Counter,October 2025,STS,"2,019"
Accepted,October 2025,STS,"7,358"
% accepted/Offer,October 2025,STS,0.349382716
Rejected,October 2025,STS,750
Revision,October 2025,STS,218
TD completed,October 2025,STS,7
% TD/Accepted,October 2025,STS,0.000951345
TD/Listing,October 2025,STS,0.007128310
Sold,October 2025,STS,18
Total Revenue,October 2025,STS,"18,20,866"
Listing Revenue,October 2025,STS,"15,82,616"
Vas revenue (chr+chat+spp+agreement),October 2025,STS,"2,31,050"
Avg Lising fee,October 2025,STS,"1,577.882352941"
Listing Revenue/day,October 2025,STS,"51,052.129032258"
Inspection,November 2025,STS,"6,143"
Avg. Avg Insp TP,November 2025,STS,"5,37,236.194435352"
workable leads,November 2025,STS,"5,410"
Total_Listing,November 2025,STS,941
Avg. Avg. Listing TP,November 2025,STS,"6,01,511.774707758"
Listing went live,November 2025,STS,941
Listing Conversion,November 2025,STS,0.153182484
Avg. LP/TP,November 2025,STS,1.058005213
Avg. FLP/TP (check from 8th Nov),November 2025,STS,1.090363900
Avg. LP/CLP,November 2025,STS,0.909513823
Delisted,November 2025,STS,"1,124"
c2b bought,November 2025,STS,127
Offer Initiated,November 2025,STS,"25,127"
Unique Buyer,November 2025,STS,"9,301"
Offer/Listings,November 2025,STS,26.702444208
Counter,November 2025,STS,"2,631"
Accepted,November 2025,STS,"8,408"
% accepted/Offer,November 2025,STS,0.334620130
Rejected,November 2025,STS,965
Revision,November 2025,STS,292
TD completed,November 2025,STS,112
% TD/Accepted,November 2025,STS,0.013320647
TD/Listing,November 2025,STS,0.119022317
Sold,November 2025,STS,18
Total Revenue,November 2025,STS,"17,71,967"
Listing Revenue,November 2025,STS,"14,78,186"
Vas revenue (chr+chat+spp+agreement),November 2025,STS,"2,56,870"
Avg Lising fee,November 2025,STS,"1,570.867162593"
Listing Revenue/day,November 2025,STS,"49,272.866666667"
Inspection,December 2025,STS,"6,686"
Avg. Avg Insp TP,December 2025,STS,"5,23,066.418249813"
workable leads,December 2025,STS,"5,878"
Total_Listing,December 2025,STS,960
Avg. Avg. Listing TP,December 2025,STS,"6,51,722.811458333"
Listing went live,December 2025,STS,960
Listing Conversion,December 2025,STS,0.143583608
Avg. LP/TP,December 2025,STS,1.046874663
Avg. FLP/TP (check from 8th Nov),December 2025,STS,1.084291769
Avg. LP/CLP,December 2025,STS,0.918759586
Delisted,December 2025,STS,959
c2b bought,December 2025,STS,130
Offer Initiated,December 2025,STS,"21,330"
Unique Buyer,December 2025,STS,"8,692"
Offer/Listings,December 2025,STS,22.21875
Counter,December 2025,STS,"1,413"
Accepted,December 2025,STS,"7,883"
% accepted/Offer,December 2025,STS,0.369573371
Rejected,December 2025,STS,569
Revision,December 2025,STS,74
TD completed,December 2025,STS,186
% TD/Accepted,December 2025,STS,0.023595078
TD/Listing,December 2025,STS,0.19375
Sold,December 2025,STS,20
Total Revenue,December 2025,STS,"17,94,373"
Listing Revenue,December 2025,STS,"15,53,824"
Vas revenue (chr+chat+spp+agreement),December 2025,STS,"2,01,148"
Avg Lising fee,December 2025,STS,"1,618.566666667"
Listing Revenue/day,December 2025,STS,"50,123.354838710"
Inspection,January 2026,STS,"5,886"
Avg. Avg Insp TP,January 2026,STS,"5,56,907.492014951"
workable leads,January 2026,STS,"5,139"
Total_Listing,January 2026,STS,992
Avg. Avg. Listing TP,January 2026,STS,"6,09,462.594758064"
Listing went live,January 2026,STS,973
Listing Conversion,January 2026,STS,0.165307509
Avg. LP/TP,January 2026,STS,1.041588130
Avg. FLP/TP (check from 8th Nov),January 2026,STS,1.073055328
Avg. LP/CLP,January 2026,STS,0.925352200
Delisted,January 2026,STS,"1,103"
c2b bought,January 2026,STS,149
Offer Initiated,January 2026,STS,"23,405"
Unique Buyer,January 2026,STS,"9,260"
Offer/Listings,January 2026,STS,24.054470709
Counter,January 2026,STS,"1,326"
Accepted,January 2026,STS,"8,248"
% accepted/Offer,January 2026,STS,0.352403333
Rejected,January 2026,STS,551
Revision,January 2026,STS,51
TD completed,January 2026,STS,78
% TD/Accepted,January 2026,STS,0.009456838
TD/Listing,January 2026,STS,0.080164440
Sold,January 2026,STS,16
Total Revenue,January 2026,STS,"17,76,039"
Listing Revenue,January 2026,STS,"15,79,076"
Vas revenue (chr+chat+spp+agreement),January 2026,STS,"1,73,080"
Avg Lising fee,January 2026,STS,"1,591.810483871"
Listing Revenue/day,January 2026,STS,"50,937.935483871"
Inspection,February 2026,STS,"5,189"
Avg. Avg Insp TP,February 2026,STS,"5,83,463.02911124"
workable leads,February 2026,STS,"4,589"
Total_Listing,February 2026,STS,"1,023"
Avg. Avg. Listing TP,February 2026,STS,"6,95,937.839530333"
Listing went live,February 2026,STS,"1,008"
Listing Conversion,February 2026,STS,0.194257082
Avg. LP/TP,February 2026,STS,1.019143812
Avg. FLP/TP (check from 8th Nov),February 2026,STS,1.047878033
Avg. LP/CLP,February 2026,STS,0.932346935
Delisted,February 2026,STS,972
c2b bought,February 2026,STS,158
Offer Initiated,February 2026,STS,"28,613"
Unique Buyer,February 2026,STS,"10,845"
Offer/Listings,February 2026,STS,28.385912698
Counter,February 2026,STS,"1,456"
Accepted,February 2026,STS,"9,533"
% accepted/Offer,February 2026,STS,0.333170237
Rejected,February 2026,STS,894
Revision,February 2026,STS,115
TD completed,February 2026,STS,110
% TD/Accepted,February 2026,STS,0.011538865
TD/Listing,February 2026,STS,0.109126984
Sold,February 2026,STS,22
Total Revenue,February 2026,STS,"20,11,527"
Listing Revenue,February 2026,STS,"17,89,942"
Vas revenue (chr+chat+spp+agreement),February 2026,STS,"2,02,720"
Avg Lising fee,February 2026,STS,"1,749.698924731"
Listing Revenue/day,February 2026,STS,"63,926.5"
Inspection,March 2026,STS,"3,483"
Avg. Avg Insp TP,March 2026,STS,"5,64,343.839367816"
workable leads,March 2026,STS,"3,103"
Total_Listing,March 2026,STS,776
Avg. Avg. Listing TP,March 2026,STS,"6,95,322.279639175"
Listing went live,March 2026,STS,771
Listing Conversion,March 2026,STS,0.221360896
Avg. LP/TP,March 2026,STS,1.080923820
Avg. FLP/TP (check from 8th Nov),March 2026,STS,1.112722706
Avg. LP/CLP,March 2026,STS,0.987249900
Delisted,March 2026,STS,520
c2b bought,March 2026,STS,70
Offer Initiated,March 2026,STS,"16,992"
Unique Buyer,March 2026,STS,"6,970"
Offer/Listings,March 2026,STS,22.038910506
Counter,March 2026,STS,930
Accepted,March 2026,STS,"5,466"
% accepted/Offer,March 2026,STS,0.321680791
Rejected,March 2026,STS,382
Revision,March 2026,STS,32
TD completed,March 2026,STS,168
% TD/Accepted,March 2026,STS,0.030735456
TD/Listing,March 2026,STS,0.217898833
Sold,March 2026,STS,9
Total Revenue,March 2026,STS,"15,24,585"
Listing Revenue,March 2026,STS,"13,83,432"
